Node Number,X,Y,Z,Weight
0,-8.5,-6.639528095680696,0.0,-0.9780765101158948
1,-8.5,-7.216878364870321,0.0,-0.9880251893040296
2,0.0,-4.618802153517006,0.0,-0.9956239482862392
3,-0.5,-4.907477288111819,0.0,-0.9757895506470776
4,0.5,-4.907477288111819,0.0,-0.9757895506470776
5,0.0,-4.618802153517006,0.0,-0.9956239482862392
6,-2.5,-3.752776749732567,0.0,-0.979438081475241
7,-3.0,-4.04145188432738,0.0,-0.9489727469008729
8,-2.0,-4.04145188432738,0.0,-0.979438081475241
9,-2.0,-4.618802153517006,0.0,-0.9489727469008729
10,2.0,-4.04145188432738,0.0,-0.979438081475241
11,2.0,-4.618802153517006,0.0,-0.9489727469008729
12,3.0,-4.04145188432738,0.0,-0.9489727469008729
13,2.5,-3.752776749732567,0.0,-0.979438081475241
14,-4.0,-2.309401076758503,0.0,-0.9956239482862392
15,-4.0,-2.8867513459481287,0.0,-0.9757895506470776
16,-4.0,-2.309401076758503,0.0,-0.9956239482862392
17,-4.5,-2.02072594216369,0.0,-0.9757895506470776
18,4.0,-2.309401076758503,0.0,-0.9956239482862392
19,4.0,-2.8867513459481287,0.0,-0.9757895506470776
20,4.5,-2.02072594216369,0.0,-0.9757895506470776
21,4.0,-2.309401076758503,0.0,-0.9956239482862392
22,-4.5,-0.28867513459481287,0.0,-0.9794380814752413
23,-5.0,-0.5773502691896257,0.0,-0.9489727469008729
24,5.0,-0.5773502691896257,0.0,-0.9489727469008729
25,4.5,-0.28867513459481287,0.0,-0.9794380814752413
26,-4.5,0.28867513459481287,0.0,-0.9794380814752413
27,-5.0,0.5773502691896257,0.0,-0.9489727469008729
28,5.0,0.5773502691896257,0.0,-0.9489727469008729
29,4.5,0.28867513459481287,0.0,-0.9794380814752413
30,-4.0,2.309401076758503,0.0,-0.9956239482862392
31,-4.5,2.02072594216369,0.0,-0.9757895506470776
32,4.5,2.02072594216369,0.0,-0.9757895506470776
33,4.0,2.309401076758503,0.0,-0.9956239482862392
34,-4.0,2.8867513459481287,0.0,-0.9757895506470776
35,-4.0,2.309401076758503,0.0,-0.9956239482862392
36,4.0,2.8867513459481287,0.0,-0.9757895506470776
37,4.0,2.309401076758503,0.0,-0.9956239482862392
38,-2.5,3.752776749732567,0.0,-0.979438081475241
39,-3.0,4.04145188432738,0.0,-0.9489727469008729
40,3.0,4.04145188432738,0.0,-0.9489727469008729
41,2.5,3.752776749732567,0.0,-0.979438081475241
42,-2.0,4.618802153517006,0.0,-0.9489727469008729
43,-2.0,4.04145188432738,0.0,-0.979438081475241
44,0.0,4.618802153517006,0.0,-0.9956239482862392
45,-0.5,4.907477288111819,0.0,-0.9757895506470776
46,0.5,4.907477288111819,0.0,-0.9757895506470776
47,0.0,4.618802153517006,0.0,-0.9956239482862392
48,2.0,4.618802153517006,0.0,-0.9489727469008729
49,2.0,4.04145188432738,0.0,-0.979438081475241
50,-8.0,-7.505553499465134,0.0,-0.9996641170410768
51,-8.5,-7.216878364870321,0.0,-0.9880251893040296
52,-0.5,-4.907477288111819,0.0,-0.9757895506470776
53,-1.0,-4.618802153517006,0.0,-0.999909863944486
54,1.0,-4.618802153517006,0.0,-0.999909863944486
55,0.5,-4.907477288111819,0.0,-0.9757895506470776
56,-3.5,-3.1754264805429417,0.0,-0.999909863944486
57,-4.0,-2.8867513459481287,0.0,-0.9757895506470776
58,4.0,-2.8867513459481287,0.0,-0.9757895506470776
59,3.5,-3.1754264805429417,0.0,-0.999909863944486
60,-4.5,-1.4433756729740643,0.0,-0.999909863944486
61,-4.5,-2.02072594216369,0.0,-0.9757895506470776
62,4.5,-1.4433756729740643,0.0,-0.999909863944486
63,4.5,-2.02072594216369,0.0,-0.9757895506470776
64,-4.5,2.02072594216369,0.0,-0.9757895506470776
65,-4.5,1.4433756729740643,0.0,-0.999909863944486
66,4.5,2.02072594216369,0.0,-0.9757895506470776
67,4.5,1.4433756729740643,0.0,-0.999909863944486
68,-3.5,3.1754264805429417,0.0,-0.999909863944486
69,-4.0,2.8867513459481287,0.0,-0.9757895506470776
70,4.0,2.8867513459481287,0.0,-0.9757895506470776
71,3.5,3.1754264805429417,0.0,-0.999909863944486
72,-0.5,4.907477288111819,0.0,-0.9757895506470776
73,-1.0,4.618802153517006,0.0,-0.999909863944486
74,1.0,4.618802153517006,0.0,-0.999909863944486
75,0.5,4.907477288111819,0.0,-0.9757895506470776
76,-1.0,-4.618802153517006,0.0,-0.999909863944486
77,-1.5,-4.907477288111819,0.0,-0.9134097851703864
78,1.5,-4.907477288111819,0.0,-0.9134097851703864
79,1.0,-4.618802153517006,0.0,-0.999909863944486
80,-3.5,-3.1754264805429417,0.0,-0.999909863944486
81,-3.5,-3.752776749732567,0.0,-0.9134097851703864
82,3.5,-3.1754264805429417,0.0,-0.999909863944486
83,3.5,-3.752776749732567,0.0,-0.9134097851703864
84,-4.5,-1.4433756729740643,0.0,-0.999909863944486
85,-5.0,-1.1547005383792515,0.0,-0.9134097851703864
86,5.0,-1.1547005383792515,0.0,-0.9134097851703864
87,4.5,-1.4433756729740643,0.0,-0.999909863944486
88,-4.5,1.4433756729740643,0.0,-0.999909863944486
89,-5.0,1.1547005383792515,0.0,-0.9134097851703864
90,5.0,1.1547005383792515,0.0,-0.9134097851703864
91,4.5,1.4433756729740643,0.0,-0.999909863944486
92,-3.5,3.752776749732567,0.0,-0.9134097851703864
